plasmid	type
NZ_KM085450.1	community_1_subcommunity_2936
NZ_CP023542.1	community_1_subcommunity_2936
NZ_CP070035.1	community_1_subcommunity_2937
CP077354.1	community_1_subcommunity_2937
CP077251.1	community_1_subcommunity_2937
CP056305.1	community_1_subcommunity_2940
CP056525.1	community_1_subcommunity_2940
NC_020271.1	community_1_subcommunity_2940
NZ_CP022167.1	community_1_subcommunity_2941
CP057685.1	community_1_subcommunity_2941
NZ_CP080257.1	community_1_subcommunity_2941
NC_023916.1	community_1_subcommunity_2942
NZ_MK125034.1	community_1_subcommunity_2942
NZ_MK125035.1	community_1_subcommunity_2942
NZ_LR882979.1	community_1_subcommunity_2943
NZ_CP023350.1	community_1_subcommunity_2943
NZ_CP024241.1	community_1_subcommunity_2943
NZ_CP058151.1	community_1_subcommunity_2944
NZ_CP056457.1	community_1_subcommunity_2944
NZ_CP056729.1	community_1_subcommunity_2944
NC_014107.1	community_1_subcommunity_2945
NZ_CP056777.1	community_1_subcommunity_2945
NZ_CP077212.1	community_1_subcommunity_2945
CP057283.1	community_1_subcommunity_2946
CP055671.1	community_1_subcommunity_2946
CP057289.1	community_1_subcommunity_2946
CP057845.1	community_1_subcommunity_2947
CP057856.1	community_1_subcommunity_2947
CP057851.1	community_1_subcommunity_2947
NZ_CP047005.1	community_1_subcommunity_2950
NZ_CP048027.1	community_1_subcommunity_2950
NZ_CP032890.1	community_1_subcommunity_2950
NZ_CP056963.1	community_1_subcommunity_2951
NZ_CP063334.1	community_1_subcommunity_2951
NZ_CP056970.1	community_1_subcommunity_2951
NZ_CP026019.1	community_1_subcommunity_2952
NZ_MF344563.1	community_1_subcommunity_2952
NZ_KU318421.1	community_1_subcommunity_2952
NZ_LR135318.1	community_1_subcommunity_2953
NZ_LR135325.1	community_1_subcommunity_2953
NZ_CP023424.1	community_1_subcommunity_2953
NZ_CP041271.2	community_1_subcommunity_2954
NZ_CP044265.1	community_1_subcommunity_2954
NZ_CP041262.2	community_1_subcommunity_2954
NZ_CP074110.1	community_1_subcommunity_2955
NZ_CP074106.1	community_1_subcommunity_2955
NZ_CP074108.1	community_1_subcommunity_2955
NZ_OU016028.1	community_1_subcommunity_2956
NZ_OU015947.1	community_1_subcommunity_2956
NZ_OU016037.1	community_1_subcommunity_2956
NZ_CP040876.1	community_1_subcommunity_2957
NZ_CP040906.1	community_1_subcommunity_2957
NZ_CP040873.1	community_1_subcommunity_2957
NZ_AP019196.1	community_1_subcommunity_2958
NZ_AP022242.1	community_1_subcommunity_2958
NZ_AP022282.1	community_1_subcommunity_2958
NZ_MF564290.1	community_1_subcommunity_2960
NZ_LC155907.1	community_1_subcommunity_2960
NZ_CP026220.1	community_1_subcommunity_2960
NC_010886.1	community_1_subcommunity_2963
NZ_AP019668.1	community_1_subcommunity_2963
NZ_CP034677.1	community_1_subcommunity_2963
NZ_CP046942.1	community_1_subcommunity_2967
NZ_CP046952.1	community_1_subcommunity_2967
NZ_CP046384.1	community_1_subcommunity_2967
NZ_CP014995.1	community_1_subcommunity_2968
CP068787.1	community_1_subcommunity_2968
NZ_CP033346.1	community_1_subcommunity_2968
NZ_KX015668.1	community_1_subcommunity_2971
NZ_CP030078.1	community_1_subcommunity_2971
NZ_CP029247.1	community_1_subcommunity_2971
NZ_CP022913.1	community_1_subcommunity_2974
NZ_CP024229.1	community_1_subcommunity_2974
NZ_CP029982.1	community_1_subcommunity_2974
NZ_CP017846.1	community_1_subcommunity_2974
NZ_LR882974.1	community_1_subcommunity_2974
NZ_CP055312.1	community_1_subcommunity_2975
CP026191.1	community_1_subcommunity_2975
NZ_CP058139.1	community_1_subcommunity_2975
NZ_CP056686.1	community_1_subcommunity_2975
NZ_CP055311.1	community_1_subcommunity_2975
NZ_CP079174.1	community_1_subcommunity_2976
NZ_CP079619.1	community_1_subcommunity_2976
NZ_CP079657.1	community_1_subcommunity_2976
NZ_LR890516.1	community_1_subcommunity_2979
NZ_LR890427.1	community_1_subcommunity_2979
NZ_LR890501.1	community_1_subcommunity_2979
NZ_CP011431.1	community_1_subcommunity_2980
NZ_MF428416.1	community_1_subcommunity_2980
NZ_CP037880.1	community_1_subcommunity_2980
NZ_CP025692.1	community_1_subcommunity_2981
NZ_CP024059.1	community_1_subcommunity_2981
NZ_CP046663.1	community_1_subcommunity_2981
NZ_CP028277.1	community_1_subcommunity_2982
CP018327.1	community_1_subcommunity_2982
CP035157.1	community_1_subcommunity_2982
NC_019432.1	community_1_subcommunity_2988
NZ_CP016689.1	community_1_subcommunity_2988
NZ_CP032440.1	community_1_subcommunity_2988
NZ_CP063853.1	community_1_subcommunity_2990
NZ_CP063862.1	community_1_subcommunity_2990
NZ_CP041101.1	community_1_subcommunity_2990
NZ_KX839207.1	community_1_subcommunity_2992
NZ_CP026369.1	community_1_subcommunity_2992
NZ_MF344567.1	community_1_subcommunity_2992
NZ_KX426229.1	community_1_subcommunity_2993
NZ_CP032290.1	community_1_subcommunity_2993
NZ_CP010356.1	community_1_subcommunity_2993
CP055714.1	community_1_subcommunity_2994
CP057903.1	community_1_subcommunity_2994
CP057202.1	community_1_subcommunity_2994
NZ_CP058154.1	community_1_subcommunity_2995
NZ_CP058161.1	community_1_subcommunity_2995
CP020054.1	community_1_subcommunity_2995
NZ_CP045675.1	community_1_subcommunity_2997
MK649822.1	community_1_subcommunity_2997
NZ_CP079726.1	community_1_subcommunity_2997
NC_017639.1	community_1_subcommunity_2998
NZ_CP080227.1	community_1_subcommunity_2998
NZ_MG904991.1	community_1_subcommunity_2998
MN543579.1	community_1_subcommunity_2999
LR134207.1	community_1_subcommunity_2999
MN543581.1	community_1_subcommunity_2999
NZ_CP062900.1	community_1_subcommunity_3001
NZ_CP062837.1	community_1_subcommunity_3001
NZ_CP062888.1	community_1_subcommunity_3001
NZ_CP062831.1	community_1_subcommunity_3001
NZ_CP062820.1	community_1_subcommunity_3001
CP058088.1	community_1_subcommunity_3002
CP058091.1	community_1_subcommunity_3002
CP058081.1	community_1_subcommunity_3002
CP032292.1	community_1_subcommunity_3003
NC_009779.1	community_1_subcommunity_3003
NZ_CP026388.1	community_1_subcommunity_3003
FN543095.1	community_1_subcommunity_3003
NZ_MN823994.1	community_1_subcommunity_3003
NC_004847.1	community_1_subcommunity_3004
NZ_CP016746.1	community_1_subcommunity_3004
NC_000906.2	community_1_subcommunity_3004
NZ_CP016749.1	community_1_subcommunity_3005
NZ_MG813925.1	community_1_subcommunity_3005
NZ_CP016709.1	community_1_subcommunity_3005
NZ_LT605060.1	community_1_subcommunity_3006
NZ_CP012005.1	community_1_subcommunity_3006
NZ_CP079932.1	community_1_subcommunity_3006
NZ_CP045018.1	community_1_subcommunity_3007
NZ_CP028992.1	community_1_subcommunity_3007
NZ_CP009878.1	community_1_subcommunity_3007
CP052395.1	community_1_subcommunity_3007
CP052354.1	community_1_subcommunity_3007
NC_021506.1	community_1_subcommunity_3008
NC_011838.1	community_1_subcommunity_3008
NC_004444.1	community_1_subcommunity_3008
NZ_CP049364.1	community_1_subcommunity_3010
NZ_CP040048.1	community_1_subcommunity_3010
NZ_CP051476.1	community_1_subcommunity_3010
NZ_CP066239.1	community_1_subcommunity_3011
CP040041.1	community_1_subcommunity_3011
CP040042.1	community_1_subcommunity_3011
NZ_CP055584.1	community_1_subcommunity_3013
NZ_CP056485.1	community_1_subcommunity_3013
NZ_CP056467.1	community_1_subcommunity_3013
CP056461.1	community_1_subcommunity_3014
NZ_CP056157.1	community_1_subcommunity_3014
CP056175.1	community_1_subcommunity_3014
CP039627.1	community_1_subcommunity_3015
NZ_CP038450.1	community_1_subcommunity_3015
CP039629.1	community_1_subcommunity_3015
NZ_CP016160.1	community_1_subcommunity_3017
NZ_CP015754.1	community_1_subcommunity_3017
NZ_KY454639.1	community_1_subcommunity_3017
LR890268.1	community_1_subcommunity_3017
NZ_CP026161.1	community_1_subcommunity_3017
CP057755.1	community_1_subcommunity_3020
CP057742.1	community_1_subcommunity_3020
CP057763.1	community_1_subcommunity_3020
NZ_CP032875.1	community_1_subcommunity_3021
NZ_CP028585.2	community_1_subcommunity_3021
NZ_CP022228.3	community_1_subcommunity_3021
NZ_CP058659.1	community_1_subcommunity_3022
NZ_CP029365.1	community_1_subcommunity_3022
NZ_CP058654.1	community_1_subcommunity_3022
CP045557.1	community_1_subcommunity_3023
NZ_MK167988.1	community_1_subcommunity_3023
NZ_CP045838.1	community_1_subcommunity_3023
NZ_LR883054.1	community_1_subcommunity_3024
NC_007635.1	community_1_subcommunity_3024
NZ_CP013194.1	community_1_subcommunity_3024
NZ_CP047375.1	community_1_subcommunity_3025
CP052035.1	community_1_subcommunity_3025
NZ_CP047377.1	community_1_subcommunity_3025
NZ_LR890666.1	community_1_subcommunity_3027
NZ_CP065834.1	community_1_subcommunity_3027
NZ_CP063872.1	community_1_subcommunity_3027
NZ_CP063931.1	community_1_subcommunity_3027
NZ_LR890625.1	community_1_subcommunity_3027
CP053919.1	community_1_subcommunity_3028
NZ_AP013065.1	community_1_subcommunity_3028
NZ_CP061720.1	community_1_subcommunity_3028
CP057769.1	community_1_subcommunity_3029
CP057786.1	community_1_subcommunity_3029
CP057982.1	community_1_subcommunity_3029
NZ_CP058173.1	community_1_subcommunity_3030
NZ_CP056743.1	community_1_subcommunity_3030
NZ_CP056752.1	community_1_subcommunity_3030
NC_022884.1	community_1_subcommunity_3032
NZ_AP019812.1	community_1_subcommunity_3032
NC_022880.1	community_1_subcommunity_3032
CP070889.2	community_1_subcommunity_3035
CP069021.1	community_1_subcommunity_3035
CP070881.2	community_1_subcommunity_3035
NC_011758.1	community_1_subcommunity_3038
KT950740.1	community_1_subcommunity_3038
KT950741.1	community_1_subcommunity_3038
LR890226.1	community_1_subcommunity_3039
LR890321.1	community_1_subcommunity_3039
LR890179.1	community_1_subcommunity_3039
NZ_CP056133.1	community_1_subcommunity_3041
NZ_CP058155.1	community_1_subcommunity_3041
NZ_CP058162.1	community_1_subcommunity_3041
LR962528.1	community_1_subcommunity_3042
LR962504.1	community_1_subcommunity_3042
LR962522.1	community_1_subcommunity_3042
NC_008505.1	community_1_subcommunity_3044
NC_017500.1	community_1_subcommunity_3044
NZ_CP016737.1	community_1_subcommunity_3044
NC_016042.1	community_1_subcommunity_3045
NC_004959.1	community_1_subcommunity_3045
NZ_CP016736.1	community_1_subcommunity_3045
NZ_KY362371.1	community_1_subcommunity_3046
NZ_KY362370.1	community_1_subcommunity_3046
NZ_CP005971.1	community_1_subcommunity_3046
NZ_CP047263.1	community_1_subcommunity_3048
NZ_CP067023.1	community_1_subcommunity_3048
NC_005919.1	community_1_subcommunity_3048
NZ_CP046332.1	community_1_subcommunity_3049
NC_007971.2	community_1_subcommunity_3049
NC_006466.1	community_1_subcommunity_3049
NC_006525.1	community_1_subcommunity_3050
NC_007972.2	community_1_subcommunity_3050
NZ_CP046330.1	community_1_subcommunity_3050
NZ_CP046124.1	community_1_subcommunity_3051
NZ_CP033739.1	community_1_subcommunity_3051
NZ_CP046125.1	community_1_subcommunity_3051
NC_010937.1	community_1_subcommunity_3053
NC_019259.1	community_1_subcommunity_3053
NZ_CP025504.1	community_1_subcommunity_3053
NZ_CP014602.1	community_1_subcommunity_3054
NC_016820.2	community_1_subcommunity_3054
NZ_AP017937.1	community_1_subcommunity_3054
NZ_CP032437.1	community_1_subcommunity_3055
NZ_CP016686.1	community_1_subcommunity_3055
NZ_CP016707.1	community_1_subcommunity_3055
NZ_CP010716.1	community_1_subcommunity_3056
NZ_CP010611.1	community_1_subcommunity_3056
NZ_CP010662.1	community_1_subcommunity_3056
NZ_AP022348.1	community_1_subcommunity_3057
NZ_AP022346.1	community_1_subcommunity_3057
NZ_LC523991.1	community_1_subcommunity_3057
NZ_CP077965.1	community_1_subcommunity_3058
NZ_CP017056.1	community_1_subcommunity_3058
NC_010555.1	community_1_subcommunity_3058
NZ_CP035308.1	community_1_subcommunity_3062
NZ_CP019582.1	community_1_subcommunity_3062
NZ_CP045591.1	community_1_subcommunity_3062
NZ_AP017659.1	community_1_subcommunity_3063
NZ_AP017658.1	community_1_subcommunity_3063
NZ_AP017661.1	community_1_subcommunity_3063
NZ_KX976485.1	community_1_subcommunity_3064
NC_016967.1	community_1_subcommunity_3064
NZ_KX853854.1	community_1_subcommunity_3064
NC_019183.1	community_1_subcommunity_3065
NC_019181.1	community_1_subcommunity_3065
NC_019185.1	community_1_subcommunity_3065
NZ_KY436023.1	community_1_subcommunity_3066
NZ_MH587577.1	community_1_subcommunity_3066
NZ_KX149097.1	community_1_subcommunity_3066
NZ_CP065798.1	community_1_subcommunity_3066
NZ_CP029628.1	community_1_subcommunity_3066
NZ_CP035023.1	community_1_subcommunity_3067
NC_021233.2	community_1_subcommunity_3067
NZ_CP035028.1	community_1_subcommunity_3067
NZ_CP065669.1	community_1_subcommunity_3069
NZ_CP065714.1	community_1_subcommunity_3069
NZ_MN657159.1	community_1_subcommunity_3069
NZ_AP024227.1	community_1_subcommunity_3070
NZ_AP024215.1	community_1_subcommunity_3070
NZ_CP016742.1	community_1_subcommunity_3070
NZ_CP027419.1	community_1_subcommunity_3072
NZ_CP054578.1	community_1_subcommunity_3072
NZ_CP033734.1	community_1_subcommunity_3072
NZ_CP026545.1	community_1_subcommunity_3073
NZ_CP017750.1	community_1_subcommunity_3073
NZ_CP062807.1	community_1_subcommunity_3073
NZ_CP018181.1	community_1_subcommunity_3074
NZ_CP018177.1	community_1_subcommunity_3074
NZ_CP045037.1	community_1_subcommunity_3074
NZ_CP026759.1	community_1_subcommunity_3075
NZ_CP032172.1	community_1_subcommunity_3075
NZ_CP021854.1	community_1_subcommunity_3075
NZ_CP068189.1	community_1_subcommunity_3076
NZ_CP046298.1	community_1_subcommunity_3076
NZ_CP031999.1	community_1_subcommunity_3076
NZ_CP047806.1	community_1_subcommunity_3077
NZ_CP066493.1	community_1_subcommunity_3077
NZ_LC377538.1	community_1_subcommunity_3077
NZ_CP071302.1	community_1_subcommunity_3078
NZ_MW310587.1	community_1_subcommunity_3078
NZ_MW310589.1	community_1_subcommunity_3078
MN366357.1	community_1_subcommunity_3079
KJ850907.1	community_1_subcommunity_3079
NZ_MF495477.1	community_1_subcommunity_3079
NZ_CP020047.1	community_1_subcommunity_3079
AP019705.1	community_1_subcommunity_3080
NZ_CP027554.1	community_1_subcommunity_3080
NZ_CP044149.1	community_1_subcommunity_3080
NZ_CP037947.1	community_1_subcommunity_3080
CP056948.1	community_1_subcommunity_3082
CP057775.1	community_1_subcommunity_3082
CP057513.1	community_1_subcommunity_3082
CP057517.1	community_1_subcommunity_3082
NZ_CP057244.1	community_1_subcommunity_3084
NZ_CP057216.1	community_1_subcommunity_3084
CP057494.1	community_1_subcommunity_3084
NZ_CP057211.1	community_1_subcommunity_3084
CP057734.1	community_1_subcommunity_3086
CP057754.1	community_1_subcommunity_3086
CP057762.1	community_1_subcommunity_3086
CP057741.1	community_1_subcommunity_3086
NZ_CP032263.1	community_1_subcommunity_3087
NZ_CP032080.1	community_1_subcommunity_3087
NZ_CP069894.1	community_1_subcommunity_3087
NC_009837.1	community_1_subcommunity_3087
NZ_CP018973.1	community_1_subcommunity_3088
NZ_KU695535.1	community_1_subcommunity_3088
NC_013542.1	community_1_subcommunity_3088
NC_016039.1	community_1_subcommunity_3088
NZ_MF156697.1	community_1_subcommunity_3089
NZ_LR130556.1	community_1_subcommunity_3089
NZ_CP009860.1	community_1_subcommunity_3089
NZ_LR890199.1	community_1_subcommunity_3089
NZ_CP024145.1	community_1_subcommunity_3091
NZ_CP028195.1	community_1_subcommunity_3091
NZ_MG904993.1	community_1_subcommunity_3091
NZ_CP068039.1	community_1_subcommunity_3091
NZ_CP058620.1	community_1_subcommunity_3092
NZ_CP076529.1	community_1_subcommunity_3092
NZ_CP034401.1	community_1_subcommunity_3092
NZ_CP075057.1	community_1_subcommunity_3092
NZ_CP035857.1	community_1_subcommunity_3093
NZ_CP035828.1	community_1_subcommunity_3093
NZ_CP035821.1	community_1_subcommunity_3093
NZ_LR883005.1	community_1_subcommunity_3093
NZ_CP017286.1	community_1_subcommunity_3097
NZ_CP017851.1	community_1_subcommunity_3097
NZ_CP017281.1	community_1_subcommunity_3097
NZ_CP079803.1	community_1_subcommunity_3097
NZ_CP063935.1	community_1_subcommunity_3099
NZ_CP063886.1	community_1_subcommunity_3099
NZ_CP063944.1	community_1_subcommunity_3099
NZ_CP063907.1	community_1_subcommunity_3099
NZ_CP063897.1	community_1_subcommunity_3100
NZ_CP063903.1	community_1_subcommunity_3100
NZ_CP063888.1	community_1_subcommunity_3100
NZ_CP064045.1	community_1_subcommunity_3100
CP044377.1	community_1_subcommunity_3101
MH733011.1	community_1_subcommunity_3101
CP044386.1	community_1_subcommunity_3101
NZ_CP065953.1	community_1_subcommunity_3101
CP052269.1	community_1_subcommunity_3102
CP052233.1	community_1_subcommunity_3102
CP052242.1	community_1_subcommunity_3102
CP052208.1	community_1_subcommunity_3102
CP052488.1	community_1_subcommunity_3102
CP052558.1	community_1_subcommunity_3102
CP052310.1	community_1_subcommunity_3102
NZ_CP051655.1	community_1_subcommunity_3104
NZ_CP051654.1	community_1_subcommunity_3104
NZ_CP051653.1	community_1_subcommunity_3104
NZ_CP051656.1	community_1_subcommunity_3104
NZ_MT560064.1	community_1_subcommunity_3105
NZ_CP070539.1	community_1_subcommunity_3105
NZ_CP070555.1	community_1_subcommunity_3105
NZ_CP070530.1	community_1_subcommunity_3105
CP057695.1	community_1_subcommunity_3108
CP057852.1	community_1_subcommunity_3108
CP057857.1	community_1_subcommunity_3108
CP057846.1	community_1_subcommunity_3108
NZ_EU418931.1	community_1_subcommunity_3109
NZ_CP071076.1	community_1_subcommunity_3109
NC_024977.1	community_1_subcommunity_3109
NZ_KU355874.1	community_1_subcommunity_3109
NZ_CP016533.1	community_1_subcommunity_3110
NZ_CP023376.1	community_1_subcommunity_3110
NZ_CP023365.1	community_1_subcommunity_3110
NZ_CP023382.1	community_1_subcommunity_3110
NZ_CP057245.1	community_1_subcommunity_3112
NZ_CP057897.1	community_1_subcommunity_3112
NZ_CP056917.1	community_1_subcommunity_3112
NZ_CP057212.1	community_1_subcommunity_3112
NZ_CP009105.1	community_1_subcommunity_3115
NZ_KM085449.1	community_1_subcommunity_3115
NZ_CP046545.1	community_1_subcommunity_3115
NZ_CP018984.1	community_1_subcommunity_3115
CP056930.1	community_1_subcommunity_3116
CP057548.1	community_1_subcommunity_3116
CP057528.1	community_1_subcommunity_3116
CP056923.1	community_1_subcommunity_3116
NZ_CP018124.1	community_1_subcommunity_3117
NZ_MT499885.1	community_1_subcommunity_3117
NZ_CP018106.1	community_1_subcommunity_3117
NZ_KY471307.1	community_1_subcommunity_3117
NZ_CP022085.2	community_1_subcommunity_3118
CP053753.1	community_1_subcommunity_3118
NC_018651.1	community_1_subcommunity_3118
CP045933.1	community_1_subcommunity_3118
CP022461.1	community_1_subcommunity_3118
LR213459.1	community_1_subcommunity_3118
CP057421.1	community_1_subcommunity_3119
CP057439.1	community_1_subcommunity_3119
CP057418.1	community_1_subcommunity_3119
CP057172.1	community_1_subcommunity_3119
NZ_MG288678.1	community_1_subcommunity_3120
NZ_CP080254.1	community_1_subcommunity_3120
NZ_MN232192.1	community_1_subcommunity_3120
MF510496.1	community_1_subcommunity_3120
CP061689.1	community_1_subcommunity_3122
CP033546.1	community_1_subcommunity_3122
CP033551.1	community_1_subcommunity_3122
NZ_CP044466.1	community_1_subcommunity_3122
CP071272.1	community_1_subcommunity_3125
LT603679.1	community_1_subcommunity_3125
NZ_CP019993.1	community_1_subcommunity_3125
NZ_CP027498.1	community_1_subcommunity_3125
AP024848.1	community_1_subcommunity_3129
